"","X.1","Longitude","Latitude","Reference","Gear_Type","month","year","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Temperature.Min","Salinity.Min","Dissolved.oxygen.Min","BottomVegCover","Hill0_raw","SeagrassCover","ID","X","Y","thinning","Effort"
"381",381,-84.950166,29.700766,"APM2011010309","OtterTrawl",1,2011,0,1,0,0,0,0,0,-2.3,3.7820930480957,57.1273193359375,0.0377527251839638,15.6023635864258,30.3222255706787,195.131820678711,0,9,0,2588,117722.616698901,3292164.30463077,1,NA
"382",382,-85.0113,29.690933,"APM2011010310","OtterTrawl",1,2011,0,1,0,0,0,0,0,-2,2.49407839775085,62.6262016296387,0.0375626645982265,15.7610559463501,30.1193008422852,195.412460327148,0,11,0,2589,111763.559331568,3291277.57036024,1,NA
"383",383,-84.725366,29.782516,"APM2011010406","OtterTrawl",1,2011,1,0,0,0,0,0,0,-3.5,2.45152926445007,34.261604309082,0.0318228006362915,15.1497297286987,31.2002925872803,194.000274658203,0,14,0,2593,139786.737154859,3300508.67844719,1,NA
"384",384,-84.946016,29.746583,"APM2011020110","OtterTrawl",2,2011,1,0,0,0,0,0,0,-2.4,0.122599020600319,53.9935150146484,0.037024449557066,15.6298561096191,30.3559322357178,195.15705871582,0,8,0,2604,118298.402864429,3297233.40607546,1,NA
"385",385,-84.8528,29.74425,"APM2011021001","OtterTrawl",2,2011,1,0,0,0,0,0,0,-2.7,0.403134882450104,46.6656799316406,0.034470159560442,15.4280948638916,30.5342235565186,194.560424804688,0,5,0,2619,127313.650424036,3296669.40852015,1,NA
"386",386,-84.91285,29.71865,"APM2011021002","OtterTrawl",2,2011,0,1,0,0,0,0,0,-2,1.66272485256195,53.0424995422363,0.0362942814826965,15.5202589035034,30.3794746398926,194.859115600586,0,8,0,2620,121404.019099523,3294025.20788117,1,NA
"387",387,-84.92193,29.70708,"APM2011021003","OtterTrawl",2,2011,0,1,0,0,0,0,0,-2,3.06394481658936,54.5242576599121,0.0367710515856743,15.5341711044312,30.3751087188721,194.91520690918,0,8,0,2621,120481.14677639,3292771.5242868,1,NA
"388",388,-84.92108,29.68585,"APM2011021004","OtterTrawl",2,2011,0,1,0,0,0,0,0,-2.7,4.14368772506714,55.8515663146973,0.0367647185921669,15.5807981491089,30.7974109649658,194.985870361328,0,7,0,2622,120483.490950221,3290413.55514469,1,NA
"389",389,-84.91917,29.70257,"APM2011030710","OtterTrawl",3,2011,0,1,0,0,0,0,0,-2.2,3.40191626548767,54.5425758361816,0.0366561189293861,15.5372047424316,30.4737033843994,194.906799316406,0,12,0,2638,120731.455497841,3292262.12464693,1,NA
"390",390,-85.00468,29.63738,"APM2011030801","OtterTrawl",3,2011,0,1,0,0,0,0,0,-3.3,3.61064052581787,65.5315017700195,0.0377900451421738,15.7812051773071,30.1142501831055,195.383239746094,0,10,0,2639,112198.956901965,3285314.06355124,1,NA
"391",391,-84.81443,29.693,"APM2011040504","OtterTrawl",4,2011,0,1,0,0,0,0,0,-2.5,1.20366048812866,47.3076782226562,0.03493257984519,15.3907222747803,31.2346115112305,194.493942260742,0,9,0,2645,130840.136769749,3290860.80230621,1,NA
"392",392,-84.82218,29.68645,"APM2011040505","OtterTrawl",4,2011,0,1,0,0,0,0,0,-3,0.835260570049286,48.3425331115723,0.0352387689054012,15.4081859588623,31.5297889709473,194.544738769531,0,9,0,2646,130065.479677084,3290159.03078439,1,NA
"393",393,-84.9056,29.70708,"APM2011040506","OtterTrawl",4,2011,0,1,0,0,0,0,0,-2.8,2.17825865745544,53.2330055236816,0.0361426435410976,15.4998846054077,30.4181137084961,194.791931152344,0,8,0,2647,122062.630961226,3292717.90481933,1,NA
"394",394,-85.0256,29.66043,"APM2011040902","OtterTrawl",4,2011,0,1,0,0,0,0,0,-2.7,4.417884349823,65.6809692382812,0.0379187688231468,15.8045301437378,30.07497215271,195.462875366211,0,15,0,2656,110260.446208016,3287941.67489885,1,NA
"395",395,-85.05355,29.62167,"APM2011040903","OtterTrawl",4,2011,0,1,0,0,0,0,0,-2.8,1.80087006092072,70.3978805541992,0.0390653908252716,15.8535642623901,30.1591491699219,195.557968139648,0,14,0,2657,107401.432122775,3283736.10654186,1,NA
"396",396,-85.0355,29.61155,"APM2011040904","OtterTrawl",4,2011,0,1,0,0,0,0,0,-3,1.40348696708679,69.646842956543,0.0389376692473888,15.8508243560791,30.7154121398926,195.544479370117,0,5,0,2658,109111.975293485,3282552.21003768,1,NA
"397",397,-84.73627,29.73098,"APM2011050103","OtterTrawl",5,2011,1,0,0,1,0,0,1,-1.5,0.288610130548477,38.852123260498,0.0337184593081474,15.2810716629028,32.4780693054199,194.339828491211,60,10,60,2661,138546.362229268,3294826.25248825,1,NA
"398",398,-84.79895,29.68735,"APM2011050107","OtterTrawl",5,2011,0,1,0,1,0,0,1,-1,0.185887739062309,46.5511131286621,0.0350304469466209,15.3652753829956,31.4810676574707,194.460388183594,55,14,55,2662,132318.802844081,3290184.64381312,1,NA
"399",399,-84.96108,29.74042,"APM2011050208","OtterTrawl",5,2011,1,0,0,0,0,0,0,-2.2,0.322455316781998,55.6197929382324,0.0375224649906158,15.658055305481,30.3128242492676,195.246658325195,0,14,0,2664,116816.57634634,3296599.69657993,1,NA
"400",400,-85.00932,29.61033,"APM2011050402","OtterTrawl",5,2011,0,1,0,0,0,0,0,-3,0.604824244976044,67.7608642578125,0.0385294370353222,15.8151273727417,30.8417167663574,195.457153320312,0,17,0,2666,111645.283243916,3282328.67403738,1,NA
"401",401,-84.97825,29.61657,"APM2011050403","OtterTrawl",5,2011,0,1,0,0,0,0,0,-3.5,0.762210726737976,64.8719940185547,0.0375891886651516,15.7631521224976,30.5612545013428,195.319442749023,0,16,0,2667,114681.107890261,3282917.02720909,1,NA
"402",402,-84.62093,29.84348,"APM2011050505","OtterTrawl",5,2011,1,0,0,1,0,1,0,-2,1.76585280895233,22.1956176757812,0.0301760770380497,14.9915256500244,31.2318534851074,193.72526550293,50,13,50,2671,150104.569533052,3306948.43618371,1,NA
"403",403,-84.80452,29.68482,"APM2011060101","OtterTrawl",6,2011,0,1,0,1,0,0,1,-1.4,0.184746012091637,47.2162590026855,0.0352048017084599,15.3758888244629,31.6254768371582,194.490173339844,50,16,50,2682,131770.061694967,3289921.75107084,1,NA
"404",404,-84.58202,29.83763,"APM2011060208","OtterTrawl",6,2011,1,0,0,1,0,1,0,-3,1.11142325401306,19.9979782104492,0.0295738931745291,14.8856287002563,31.9096870422363,193.586013793945,10,5,10,2689,153846.787639882,3306181.73463291,1,NA
"405",405,-84.62038,29.84513,"APM2011060502","OtterTrawl",6,2011,1,1,0,1,0,1,1,-1.7,1.66383159160614,22.0131969451904,0.0301552060991526,14.9899215698242,31.2441959381104,193.718978881836,60,11,60,2692,150163.515380301,3307129.77608924,1,NA
"406",406,-84.84812,29.73427,"APM2011061203","OtterTrawl",6,2011,0,1,0,0,0,0,0,-3.8,1.61255145072937,46.9480934143066,0.0344799868762493,15.4203691482544,30.5233383178711,194.5341796875,0,13,0,2699,127729.760638524,3295547.18320041,1,NA
"407",407,-84.78732,29.74287,"APM2011070101","OtterTrawl",7,2011,1,1,0,0,0,0,0,-2.7,3.1083562374115,41.6984939575195,0.0336797125637531,15.3711013793945,30.7610492706299,194.381790161133,0,12,0,2705,133647.34448092,3296306.33978383,1,NA
"408",408,-84.79338,29.7652,"APM2011070102","OtterTrawl",7,2011,1,1,0,0,0,0,0,-3.2,0.641175806522369,40.6347312927246,0.0334869362413883,15.3933944702148,30.6820182800293,194.396499633789,0,7,0,2706,133142.223066429,3298802.64526509,1,NA
"409",409,-84.79165,29.76828,"APM2011070103","OtterTrawl",7,2011,1,1,0,0,0,0,0,-3,0.489044964313507,40.2830772399902,0.0334270596504211,15.3930025100708,30.6968955993652,194.390853881836,0,11,0,2707,133320.897803376,3299138.79366214,1,NA
"410",410,-84.51213,29.89998,"APM2011070307","OtterTrawl",7,2011,1,1,0,1,1,1,0,-1.8,1.29326581954956,10.3546905517578,0.0278376787900925,14.7433919906616,31.2574520111084,193.248062133789,65,26,65,2718,160816.418462441,3312888.63361217,1,NA
"411",411,-84.73122,29.73523,"APM2011070504","OtterTrawl",7,2011,1,0,0,1,0,0,1,-1,0.304343789815903,38.1825523376465,0.0335663147270679,15.2644729614258,32.526741027832,194.31103515625,69,17,69,2722,139050.509988459,3295281.85604123,1,NA
"412",412,-84.73595,29.73337,"APM2011070505","OtterTrawl",7,2011,1,0,0,1,0,0,1,-2.3,0.489167660474777,38.6587905883789,0.0336382836103439,15.2767095565796,32.4124565124512,194.326507568359,60,15,60,2723,138585.927459459,3295090.357919,1,NA
"413",413,-84.90555,29.69723,"APM2011070804","OtterTrawl",7,2011,0,1,0,0,0,0,0,-2.6,3.14080691337585,53.9023246765137,0.0362418293952942,15.5264673233032,30.7104434967041,194.842269897461,0,18,0,2726,122030.508957304,3291625.03062308,1,NA
"414",414,-84.62755,29.84093,"APM2011080205","OtterTrawl",8,2011,1,1,0,1,0,1,1,-2.3,1.56753182411194,22.8033809661865,0.0302680134773254,15.0019617080688,31.1668510437012,193.74626159668,85,17,85,2728,149455.512837102,3306685.77152999,1,NA
"415",415,-84.62353,29.83802,"APM2011080207","OtterTrawl",8,2011,1,0,0,0,0,0,0,-2.7,2.05520391464233,22.8067283630371,0.0302366185933352,14.9953880310059,31.1851253509521,193.744674682617,0,10,0,2729,149834.074094651,3306350.74354438,1,NA
"416",416,-84.92207,29.6501,"APM2011080302","OtterTrawl",8,2011,1,0,0,1,0,0,1,-1.4,0.288624912500381,58.3283538818359,0.0368133038282394,15.6646499633789,31.4908866882324,195.120162963867,50,17,50,2730,120253.004401017,3286450.85329952,1,NA
"417",417,-84.92727,29.65058,"APM2011080303","OtterTrawl",8,2011,1,0,0,1,0,0,1,-1.5,0.629125893115997,58.7094268798828,0.0368458889424801,15.6688890457153,31.3157558441162,195.133071899414,50,14,50,2731,119750.927755602,3286521.20448397,1,NA
"418",418,-85.04818,29.60678,"APM2011080405","OtterTrawl",8,2011,1,1,0,0,0,0,0,-2,0.461859524250031,70.9485473632812,0.0392555557191372,15.8781185150146,30.9445171356201,195.616760253906,0,26,0,2735,107864.204513775,3282065.92691128,1,NA
"419",419,-84.99372,29.61292,"APM2011080407","OtterTrawl",8,2011,1,1,0,0,0,0,0,-2.3,0.756403505802155,66.3699645996094,0.0381372198462486,15.7889213562012,30.7421035766602,195.390182495117,0,25,0,2737,113167.521623584,3282563.73654857,1,NA
"420",420,-84.80447,29.70162,"APM2011080705","OtterTrawl",8,2011,1,0,0,0,0,0,0,-1.8,1.09384107589722,45.9076995849609,0.0344802998006344,15.3745632171631,30.8313026428223,194.43522644043,0,20,0,2745,131836.29315339,3291785.18598996,1,NA
"421",421,-84.8007,29.68813,"APM2011080706","OtterTrawl",8,2011,1,1,0,1,0,0,1,-1.3,0.320650279521942,46.6686477661133,0.0350408330559731,15.3682355880737,31.4791069030762,194.465911865234,50,12,50,2746,132152.148651452,3290276.74327996,1,NA
"422",422,-84.77768,29.76358,"APM2011081103","OtterTrawl",8,2011,1,0,0,0,0,0,0,-2.6,1.64492475986481,39.586540222168,0.0332861058413982,15.3502359390259,30.9143695831299,194.336441040039,0,12,0,2753,134655.805072233,3298573.0307515,1,NA
"423",423,-84.94632,29.74748,"APM2011090108","OtterTrawl",9,2011,0,1,0,0,0,0,0,-2.6,0.0806078314781189,53.9456062316895,0.0370098575949669,15.6309041976929,30.3570442199707,195.158477783203,0,10,0,2755,118272.379117834,3297333.92497586,1,NA
"424",424,-84.74575,29.73163,"APM2011090405","OtterTrawl",9,2011,1,0,0,1,0,0,1,-1.1,0.690369963645935,39.4287185668945,0.0337138921022415,15.2954750061035,32.1508026123047,194.344512939453,80,10,80,2761,137630.923062884,3294928.11466736,1,NA
"425",425,-84.92033,29.72143,"APM2011090701","OtterTrawl",9,2011,0,1,0,0,0,0,0,-1.5,1.52836740016937,53.4719276428223,0.0365371033549309,15.5392150878906,30.369457244873,194.919708251953,0,4,0,2768,120690.176448288,3294358.19480436,1,NA
"426",426,-84.99242,29.6125,"APM2011090705","OtterTrawl",9,2011,1,1,0,0,0,0,0,-2.6,0.738975763320923,66.2417068481445,0.0381058491766453,15.7865056991577,30.7448673248291,195.384170532227,0,21,0,2769,113291.937884381,3282512.79459787,1,NA
"427",427,-84.99938,29.61713,"APM2011090706","OtterTrawl",9,2011,1,1,0,0,0,0,0,-3.4,1.40346920490265,66.5408096313477,0.0380606167018414,15.7927732467651,30.5235023498535,195.395904541016,0,23,0,2770,112634.97205364,3283049.74002292,1,NA
"428",428,-85.05927,29.60997,"APM2011090904","OtterTrawl",9,2011,1,0,0,1,0,0,1,-1.2,0.46886020898819,71.6271362304688,0.0394172258675098,15.8863382339478,30.7435321807861,195.646469116211,50,14,50,2775,106801.431887749,3282457.48661034,1,NA
"429",429,-84.56815,29.87387,"APM2011100601","OtterTrawl",10,2011,1,1,0,1,1,1,0,-2,1.8137491941452,16.1470680236816,0.0287071317434311,14.8080215454102,31.2342205047607,193.384231567383,70,16,70,2786,155312.793706823,3310159.59459312,1,NA
"430",430,-84.8962,29.6585,"APM2011100703","OtterTrawl",10,2011,1,0,0,1,0,0,1,-1.4,0.403187304735184,55.795970916748,0.0365202575922012,15.6189661026001,32.1083831787109,195.005081176758,75,15,75,2788,122791.209889467,3287297.9557567,1,NA
"431",431,-84.92402,29.65922,"APM2011100706","OtterTrawl",10,2011,1,1,0,0,0,0,0,-3.6,1.29474699497223,57.8310890197754,0.0368257388472557,15.6452827453613,31.2607650756836,195.09260559082,0,14,0,2789,120098.38506714,3287468.99915851,1,NA
"432",432,-84.82958,29.69393,"APM2011100902","OtterTrawl",10,2011,1,1,0,0,0,0,0,-3.2,1.80082476139069,48.3439788818359,0.035011600703001,15.4128999710083,31.1773777008057,194.534881591797,0,15,0,2795,129376.22609258,3291012.52542334,1,NA
"433",433,-84.80217,29.7507,"APM2011100903","OtterTrawl",10,2011,1,1,0,0,0,0,0,-2.8,1.72350811958313,42.2903861999512,0.0337575227022171,15.3929710388184,30.6352996826172,194.421920776367,0,10,0,2796,132238.448842336,3297222.21471248,1,NA
"434",434,-84.77822,29.77672,"APM2011100906","OtterTrawl",10,2011,1,0,0,0,0,0,0,-2.7,0.378182232379913,38.695426940918,0.0330729074776173,15.3496217727661,30.8496723175049,194.319427490234,0,14,0,2799,134651.336405857,3300032.32797504,1,NA
"435",435,-84.95952,29.6728,"APM2011101007","OtterTrawl",10,2011,0,1,0,0,0,0,0,-3,4.56130361557007,59.7078437805176,0.0374857895076275,15.6636266708374,30.2430534362793,195.206527709961,0,12,0,2802,116710.288925252,3289092.82971255,1,NA
"436",436,-84.91372,29.66873,"APM2011110701","OtterTrawl",11,2011,1,1,0,0,0,0,0,-3,2.12610244750977,56.443244934082,0.0366612449288368,15.6121110916138,31.3343086242676,195.019378662109,0,3,0,2815,121132.092569359,3288490.16271578,1,NA
"437",437,-84.97417,29.61517,"APM2011110808","OtterTrawl",11,2011,1,0,0,1,0,0,1,-1.3,0.441762983798981,64.6682662963867,0.0376034341752529,15.7584466934204,30.6512126922607,195.309997558594,70,10,70,2821,115071.275974456,3282748.12646333,1,NA
"438",438,-84.70402,29.8191,"APM2011110902","OtterTrawl",11,2011,1,0,0,0,0,0,0,-3,0.304181426763535,30.1233005523682,0.0310216695070267,15.0549926757812,30.9705505371094,193.824081420898,0,8,0,2822,141982.759035897,3304500.06742543,1,NA
"439",439,-84.86378,29.72347,"APM2011110909","OtterTrawl",11,2011,1,1,0,0,0,0,0,-3.2,1.92369627952576,48.8967628479004,0.0347406901419163,15.4287357330322,30.4766368865967,194.557464599609,0,13,0,2827,126173.501092562,3294399.79639882,1,NA
"440",440,-84.53432,29.89535,"APM2011120202","OtterTrawl",12,2011,0,1,0,0,0,0,0,-3,1.44468188285828,12.1740846633911,0.0279607884585857,14.7159004211426,31.1913642883301,193.237243652344,0,9,0,2833,158656.239337892,3312440.92058351,1,NA
"441",441,-84.7874,29.73327,"APM2011120308","OtterTrawl",12,2011,0,1,0,0,0,0,0,-3,2.99228382110596,42.3370323181152,0.0337938591837883,15.3680982589722,30.7623882293701,194.385330200195,0,7,0,2839,133604.63125724,3295241.68973377,1,NA
"442",442,-84.98183,29.63788,"APM2011120702","OtterTrawl",12,2011,1,1,0,0,0,0,0,-3,3.00679755210876,63.7918014526367,0.0373135656118393,15.7487726211548,30.1608295440674,195.304061889648,0,16,0,2842,114415.428381032,3285293.08320253,1,NA
"443",443,-84.97088,29.64413,"APM2011120703","OtterTrawl",12,2011,0,1,0,0,0,0,0,-2.9,3.12880110740662,62.4431190490723,0.037154495716095,15.723240852356,30.1908416748047,195.260391235352,0,11,0,2843,115500.461462933,3285949.97152144,1,NA
"444",444,-84.93763,29.70637,"APM2011120804","OtterTrawl",12,2011,0,1,0,0,0,0,0,-2,3.84183955192566,55.8189353942871,0.0373613946139812,15.5683813095093,30.3431072235107,195.034194946289,0,14,0,2846,118957.973450013,3292744.52180502,1,NA
"445",445,-84.50087,29.90372,"APM2012010104","OtterTrawl",1,2012,1,0,0,1,0,1,0,-1.8,1.09262669086456,9.41361522674561,0.027775764465332,14.7591953277588,31.2958641052246,193.252960205078,60,15,60,2849,161917.189327359,3313270.20394242,1,NA
"446",446,-84.77967,29.7472,"APM2012010203","OtterTrawl",1,2012,1,1,0,0,0,0,0,-3.7,3.04766941070557,40.8419609069824,0.0335662811994553,15.3549060821533,30.9525527954102,194.361801147461,0,5,0,2855,134403.632204302,3296762.35798813,1,NA
"447",447,-84.80987,29.76128,"APM2012010204","OtterTrawl",1,2012,1,1,0,0,0,0,0,-3.2,0.403125077486038,42.2016143798828,0.0337594747543335,15.4032802581787,30.6433181762695,194.448028564453,0,11,0,2856,131531.902631565,3298420.45070568,1,NA
"448",448,-84.78585,29.75913,"APM2012010205","OtterTrawl",1,2012,1,1,0,0,0,0,0,-2.6,1.59367001056671,40.4448471069336,0.0334504544734955,15.3718109130859,30.7906093597412,194.369262695312,0,5,0,2857,133848.873151627,3298105.34942596,1,NA
"449",449,-85.03872,29.63557,"APM2012010304","OtterTrawl",1,2012,0,1,0,0,0,0,0,-3,3.71029567718506,68.348518371582,0.0385647229850292,15.8305864334106,30.0435218811035,195.502349853516,0,4,0,2861,108892.8193278,3285227.9605861,1,NA
"450",450,-85.22063,29.68402,"APM2012010802","OtterTrawl",1,2012,1,1,0,0,0,0,0,-3.5,0.0806584507226944,80.6850738525391,0.0392930395901203,16.1637401580811,30.7728042602539,196.481414794922,0,16,0,2874,91457.0520164921,3291233.34127562,1,NA
"451",451,-85.06165,29.61798,"APM2012020204","OtterTrawl",2,2012,0,1,0,0,0,0,0,-3.4,1.13460409641266,71.2577896118164,0.0392682254314423,15.871205329895,30.3519477844238,195.606460571289,0,14,0,2881,106601.878957383,3283354.24980712,1,NA
"452",452,-84.96473,29.74557,"APM2012020309","OtterTrawl",2,2012,1,0,0,0,0,0,0,-2,0.122599877417088,55.6130676269531,0.037411954253912,15.6719007492065,30.3070793151855,195.266860961914,0,14,0,2882,116482.843484035,3297183.17914576,1,NA
"453",453,-84.82812,29.7141,"APM2012020902","OtterTrawl",2,2012,1,1,0,0,0,0,0,-3.3,3.72885274887085,46.7517585754395,0.0344086028635502,15.3961124420166,30.5161247253418,194.466735839844,0,13,0,2891,129591.81938451,3293245.29346332,1,NA
"454",454,-84.79253,29.7592,"APM2012020903","OtterTrawl",2,2012,1,1,0,0,0,0,0,-2.6,1.24379312992096,40.9602394104004,0.0335375890135765,15.3898191452026,30.6708126068115,194.393447875977,0,15,0,2892,133202.586333788,3298134.36904709,1,NA
"455",455,-84.86748,29.70915,"APM2012020905","OtterTrawl",2,2012,0,1,0,0,0,0,0,-2.6,2.49077343940735,50.102222442627,0.0348664484918118,15.4263687133789,30.444860458374,194.541839599609,0,17,0,2894,125762.007135406,3292823.24385321,1,NA
"456",456,-85.00488,29.61405,"APM2012030207","OtterTrawl",3,2012,1,0,0,0,0,0,0,-3.3,1.04454743862152,67.0949935913086,0.0382724329829216,15.8026180267334,30.64040184021,195.423034667969,0,13,0,2902,112089.993594595,3282726.47635196,1,NA
"457",457,-84.8301,29.75325,"APM2012031104","OtterTrawl",3,2012,1,0,0,0,0,0,0,-2.4,0.461870074272156,44.3134613037109,0.0341076552867889,15.4150562286377,30.5911426544189,194.506332397461,0,10,0,2916,129544.293469614,3297594.57584031,1,NA
"458",458,-85.02293,29.63365,"APM2012040202","OtterTrawl",4,2012,1,1,0,0,0,0,0,-3,3.3990170955658,67.2281341552734,0.0382310226559639,15.809063911438,30.0754508972168,195.446701049805,0,11,0,2919,110415.800743732,3284961.62369884,1,NA
"459",459,-85.00765,29.62892,"APM2012040207","OtterTrawl",4,2012,0,1,0,0,0,0,0,-3.3,2.5876772403717,66.4034729003906,0.0379089340567589,15.7916851043701,30.1037178039551,195.394348144531,0,11,0,2920,111878.596256719,3284385.46796208,1,NA
"460",460,-84.93898,29.7017,"APM2012040901","OtterTrawl",4,2012,0,1,0,0,0,0,0,-2.4,4.26294374465942,56.1550445556641,0.0373573191463947,15.5781927108765,30.3828392028809,195.049468994141,0,12,0,2932,118809.552322175,3292230.90499529,1,NA
"461",461,-84.96638,29.74533,"APM2012040905","OtterTrawl",4,2012,0,1,0,0,0,0,0,-2,0.0923738703131676,55.7522888183594,0.0374037101864815,15.6754198074341,30.3011913299561,195.272933959961,0,1,0,2933,116322.18906084,3297162.04785944,1,NA
"462",462,-84.74892,29.72672,"APM2012050105","OtterTrawl",5,2012,1,0,0,1,0,0,1,-1.4,0.304359525442123,40.0447769165039,0.0338581800460815,15.3074169158936,32.1388816833496,194.368392944336,50,6,50,2936,137306.331370415,3294393.44194912,1,NA
"463",463,-84.7528,29.72232,"APM2012050106","OtterTrawl",5,2012,1,0,0,1,0,0,1,-1.5,0.122612327337265,40.7199172973633,0.0339884012937546,15.3191022872925,32.077808380127,194.389038085938,50,4,50,2937,136914.808006444,3293917.58310769,1,NA
"464",464,-84.82285,29.70693,"APM2012050108","OtterTrawl",5,2012,1,1,0,0,0,0,0,-3.3,2.88654184341431,46.8982849121094,0.0344610288739204,15.390604019165,30.5763454437256,194.45783996582,0,12,0,2938,130075.790414362,3292433.01408159,1,NA
"465",465,-84.53833,29.90167,"APM2012050403","OtterTrawl",5,2012,1,0,0,1,0,0,1,-1.9,0.640965402126312,11.8765115737915,0.0279797781258821,14.7124319076538,31.1831932067871,193.2353515625,90,15,90,2939,158290.31105779,3313153.83052718,1,NA
"466",466,-84.73892,29.79833,"APM2012050805","OtterTrawl",5,2012,1,0,0,0,0,0,0,-3,0.304220885038376,34.2201652526855,0.0318392440676689,15.1857786178589,30.8814888000488,194.034103393555,0,5,0,2947,138532.180260703,3302305.33914093,1,NA
"467",467,-84.88302,29.67538,"APM2012050904","OtterTrawl",5,2012,0,1,0,0,0,0,0,-3.6,1.35466063022614,53.6291160583496,0.036000519990921,15.5529832839966,31.8098430633545,194.845474243164,0,18,0,2950,124131.141124193,3289127.54384464,1,NA
"468",468,-84.86378,29.6751,"APM2012050905","OtterTrawl",5,2012,0,1,0,0,0,0,0,-2,0.791221737861633,52.187873840332,0.0357984080910683,15.5156555175781,31.985502243042,194.761993408203,0,10,0,2951,125993.94995939,3289034.00444451,1,NA
"469",469,-85.04702,29.61763,"APM2012051001","OtterTrawl",5,2012,1,0,0,0,0,0,0,-2.8,1.64564669132233,70.157844543457,0.039047684520483,15.8549118041992,30.3922252655029,195.558822631836,0,15,0,2952,108018.750702676,3283265.73803594,1,NA
"470",470,-84.9766,29.72865,"APM2012060508","OtterTrawl",6,2012,0,1,0,0,0,0,0,-2,0.557497680187225,57.5343132019043,0.0376091748476028,15.6780738830566,30.2495155334473,195.287490844727,0,8,0,2957,115268.96420322,3295345.64706178,1,NA
"471",471,-84.67478,29.82757,"APM2012060807","OtterTrawl",6,2012,1,1,0,1,0,0,1,-1,0.403085827827454,27.3123645782471,0.0307469237595797,15.0321273803711,31.0341339111328,193.80158996582,60,7,60,2961,144840.981177775,3305348.88358277,1,NA
"472",472,-84.85425,29.7111,"APM2012060902","OtterTrawl",6,2012,1,1,0,0,0,0,0,-3.2,3.4018406867981,49.0242576599121,0.0347223840653896,15.4166507720947,30.4675598144531,194.518859863281,0,18,0,2962,127050.42619782,3292996.70854076,1,NA
"473",473,-84.79077,29.76545,"APM2012060904","OtterTrawl",6,2012,1,1,0,0,0,0,0,-3.4,0.790848135948181,40.4414710998535,0.033450473099947,15.3887701034546,30.7037544250488,194.387252807617,0,16,0,2963,133395.736476369,3298822.06528969,1,NA
"474",474,-84.76718,29.76925,"APM2012061106","OtterTrawl",6,2012,1,0,0,0,0,0,0,-2.9,1.56394779682159,38.3591842651367,0.0330098643898964,15.3146638870239,31.0384159088135,194.278717041016,0,5,0,2970,135692.582004768,3299168.72019169,1,NA
"475",475,-84.77397,29.76158,"APM2012061107","OtterTrawl",6,2012,1,1,0,0,0,0,0,-2.7,2.03192019462585,39.375804901123,0.0332544445991516,15.3380088806152,30.9970989227295,194.322265625,0,9,0,2971,135007.604228724,3298339.41312822,1,NA
"476",476,-85.01458,29.68173,"APM2012061301","OtterTrawl",6,2012,0,1,0,0,0,0,0,-2.5,3.42689657211304,63.4564743041992,0.0376240983605385,15.7736778259277,30.1072654724121,195.425003051758,0,14,0,2975,111410.347321111,3290267.60815541,1,NA
"477",477,-84.91742,29.72377,"APM2012061401","OtterTrawl",6,2012,1,1,0,0,0,0,0,-2,1.15444147586823,53.0480461120605,0.0363841466605663,15.5339126586914,30.3794898986816,194.899078369141,0,20,0,2979,120980.770578985,3294608.21481431,1,NA
"478",478,-84.72955,29.74292,"APM2012070106","OtterTrawl",7,2012,1,1,0,0,0,0,0,-3.1,0.729210495948792,37.4885597229004,0.0333003215491772,15.2462387084961,32.3569107055664,194.264022827148,0,11,0,2984,139239.761011473,3296129.631827,1,NA
"479",479,-85.00752,29.66268,"APM2012070401","OtterTrawl",7,2012,0,1,0,0,0,0,0,-2.8,5.63475751876831,64.0702514648438,0.0377215258777142,15.7689476013184,30.1192531585693,195.393463134766,0,18,0,2990,112020.990322228,3288130.41856476,1,NA
"480",480,-85.02327,29.64395,"APM2012070402","OtterTrawl",7,2012,0,1,0,0,0,0,0,-3.3,4.46646642684937,66.5634689331055,0.0381044633686543,15.805624961853,30.0774841308594,195.44921875,0,15,0,2991,110422.59434209,3286105.47846811,1,NA
"481",481,-85.04045,29.64753,"APM2012070403","OtterTrawl",7,2012,0,1,0,0,0,0,0,-3,3.89918279647827,67.6688613891602,0.0383361391723156,15.8326282501221,30.039852142334,195.513977050781,0,21,0,2992,108771.499757362,3286560.70417384,1,NA
"482",482,-85.01228,29.6199,"APM2012070406","OtterTrawl",7,2012,1,1,0,0,0,0,0,-3,1.73178923130035,67.2840881347656,0.038212850689888,15.8053560256958,30.3337364196777,195.426864624023,0,11,0,2993,111395.129455046,3283400.32700907,1,NA
"483",483,-84.98853,29.60977,"APM2012071002","OtterTrawl",7,2012,1,0,0,1,0,0,1,-1,0.288632363080978,66.2125930786133,0.0382176823914051,15.7846441268921,30.916805267334,195.383666992188,70,6,70,2995,113658.604548812,3282196.92944111,1,NA
"484",484,-84.8122,29.6881,"APM2012071501","OtterTrawl",7,2012,0,1,0,0,0,0,0,-2.5,0.613153874874115,47.4986000061035,0.0351135432720184,15.3889579772949,31.4653816223145,194.504531860352,0,20,0,3004,131038.17904475,3290310.12037149,1,NA
