"","X.1","Longitude","Latitude","Reference","Region","month","year","Sand","Mud","Rocks","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Temperature.Min","Nitrate.Range","Salinity.Min","BottomVegCover","Seagrass_PA","TH_PA","SY_PA","HA_PA","SeagrassCover","ID","X","Y","thinning","Light.bottom.min.calculated"
"878",878,-84.88735,29.66268,"APM2009040705",2,4,2009,1,0,0,-1.9,0.4905737,10,0.03633511,15.59686,12.67777,32.22017,0,0,0,0,0,0,2098,123664.287621487,3287732.7918376,1,0.0301362387835979
"879",879,-84.59067,29.87158,"APM2009040808",2,4,2009,1,1,0,-1.2,0.9782748,10,0.02930151,14.8921,12.04982,31.26468,0,0,0,0,0,0,2099,153127.958065732,3309973.42399476,1,0.222261369228363
"880",880,-85.05777,29.64577,"APM2009050205",2,5,2009,1,1,0,-2.5,3.021911,10,0.03857401,15.85817,14.18243,29.98354,0,0,0,0,0,0,2100,107086.149419959,3286424.21675699,1,4.77068579129991e-06
"881",881,-84.57932,29.88695,"APM2009050306",2,5,2009,1,0,0,-0.4,0.09237587,10,0.02898417,14.85013,11.97858,31.20907,0,0,0,0,0,0,2103,154278.259826966,3311643.96213912,1,18.8127574920654
"882",882,-84.58878,29.87185,"APM2009050308",2,5,2009,1,0,0,-0.7,1.04242,10,0.0292597,14.88601,12.03611,31.2656,70,1,0,0,1,70,2104,153311.595735128,3309997.66268482,1,4.29637336730957
"883",883,-84.62635,29.79045,"APM2009050405",2,5,2009,1,0,0,-0.7,0.2015547,10,0.03047463,14.97686,11.9374,31.10986,60,1,0,1,0,60,2107,149395.112362896,3301082.97003221,1,1.27197170257568
"884",884,-84.97015,29.74913,"APM2009050506",2,5,2009,1,0,0,-0.7,0.322426,10,0.03731369,15.68924,14.01426,30.29092,100,1,0,0,0,100,2110,115971.726986568,3297596.18131978,1,0.164066106081009
"885",885,-84.93917,29.72553,"APM2009050507",2,5,2009,0,1,0,-2.4,2.358996,10,0.03713618,15.58533,13.79423,30.34118,0,0,0,0,0,0,2111,118881.383466791,3294875.17215567,1,2.57077749665768e-06
"886",886,-84.87152,29.72613,"APM2009050508",2,5,2009,0,1,0,-3,1.297094,10,0.03481173,15.43559,13.34935,30.46909,0,0,0,0,0,0,2112,125433.963469755,3294719.99977348,1,8.55433154356433e-06
"887",887,-84.97835,29.62042,"APM2009050602",2,5,2009,1,0,0,-3.6,1.093301,10,0.03738917,15.7609,13.38038,30.39557,0,0,0,0,0,0,2113,114686.095244469,3283344.4766904,1,1.42952719106582e-10
"888",888,-84.97873,29.6421,"APM2009050603",2,5,2009,0,1,0,-3.2,3.258776,10,0.03728087,15.73916,13.65092,30.17095,0,0,0,0,0,0,2114,114731.972421534,3285750.90993872,1,3.22707394140309e-09
"889",889,-84.87188,29.69168,"APM2009050606",2,5,2009,0,1,0,-2.1,2.765576,10,0.03537378,15.48229,13.03343,31.20051,0,0,0,0,0,0,2115,125270.919702119,3290899.53251349,1,2.82187988887017e-06
"890",890,-84.72585,29.74357,"APM2009050905",2,5,2009,1,0,0,-1.5,0.5632905,10,0.03324262,15.23537,12.12726,32.44605,80,1,0,0,1,80,2117,139600.250280695,3296190.15524709,1,21.8040313720703
"891",891,-84.72467,29.80628,"APM2009051005",2,5,2009,1,0,0,-1.1,0.2885959,10,0.03147833,15.12676,12.61306,30.91888,60,1,0,0,1,60,2119,139939.351789546,3303142.49892491,1,1.63649642467499
"892",892,-84.78557,29.74618,"APM2009051104",2,5,2009,1,0,0,-3.5,2.84569,10,0.03362506,15.36835,13.00662,30.80397,0,0,0,0,0,0,2123,133828.803857161,3296667.94745086,1,4.30640483273237e-07
"893",893,-84.80193,29.7509,"APM2009051106",2,5,2009,1,0,0,-3.4,1.723508,10,0.03375752,15.39297,13.12312,30.6353,0,0,0,0,0,0,2124,132262.411655208,3297243.6343219,1,2.06100978061841e-07
"894",894,-84.998,29.61007,"APM2009060107",2,6,2009,1,0,0,-0.8,0.6516224,10,0.03833041,15.79764,13.24961,30.86047,80,1,0,0,1,80,2128,112741.694234737,3282261.87773,1,0.637195646762848
"895",895,-84.54235,29.88773,"APM2009060205",2,6,2009,1,0,0,-1.3,1.689058,10,0.02801217,14.70967,11.67359,31.17278,95,1,0,1,0,95,2130,157854.129610958,3311619.67590506,1,1.13976192474365
"896",896,-84.52715,29.9074,"APM2009060207",2,6,2009,1,0,0,-2,0.4891218,10,0.02792189,14.72679,11.6666,31.218,75,1,0,1,0,75,2131,159390.227280244,3313756.11037334,1,0.000775343738496304
"897",897,-84.66202,29.83602,"APM2009060301",2,6,2009,1,1,0,-0.6,0.5542511,10,0.03061781,15.02488,12.32558,31.07192,0,0,0,0,0,0,2132,146104.902809523,3306246.80634262,1,4.48621940612793
"898",898,-84.85737,29.70055,"APM2009060804",2,6,2009,1,1,0,-3.2,3.198276,10,0.03501371,15.43779,13.12028,30.83307,0,0,0,0,0,0,2133,126709.187005606,3291836.47021854,1,8.46017866873439e-10
"899",899,-84.8459,29.67545,"APM2009060805",2,6,2009,1,0,0,-1.4,0.2771186,10,0.03573508,15.47452,12.39862,32.00206,55,1,0,0,1,55,2134,127727.326992118,3289015.0481966,1,5.81711769104004
"900",900,-84.75593,29.72472,"APM2009061005",2,6,2009,1,0,0,-3,0.521372,10,0.03392272,15.32119,12.48606,31.9097,0,0,0,0,0,0,2138,136620.422448815,3294193.66363239,1,8.73179942573188e-06
"901",901,-85.0225,29.65585,"APM2009061101",2,6,2009,0,1,0,-3,4.880905,10,0.03793614,15.79984,14.02073,30.08195,0,0,0,0,0,0,2144,110543.145749771,3287423.10005648,1,1.1304670977097e-07
"902",902,-84.94572,29.67908,"APM2009061102",2,6,2009,0,1,0,-3,4.218385,10,0.03731817,15.6318,13.58476,30.48898,0,0,0,0,0,0,2145,118071.034906848,3289743.78534611,1,1.04254969102158e-08
"903",903,-84.90585,29.67617,"APM2009061103",2,6,2009,0,1,0,-2.2,2.5363,10,0.03644846,15.58185,13.10656,31.31947,0,0,0,0,0,0,2146,121922.451833193,3289289.72350166,1,1.07324664710973e-08
"904",904,-84.90938,29.65228,"APM2009061104",2,6,2009,1,0,0,-1,0.4031912,10,0.03671914,15.64977,12.83273,31.88397,90,1,0,0,1,90,2147,121490.847388009,3286651.05181939,1,10.670729637146
"905",905,-84.90862,29.64913,"APM2009061105",2,6,2009,1,1,0,-0.7,0.1226496,10,0.03673315,15.6555,12.78682,31.98067,50,1,0,0,1,50,2148,121552.678114077,3286299.11758746,1,20.9162731170654
"906",906,-84.88332,29.66367,"APM2009061107",2,6,2009,1,0,0,-0.9,0.3206688,10,0.03626071,15.5896,12.63682,32.3012,70,1,0,0,1,70,2149,124058.429823711,3287829.49192105,1,5.73715257644653
"907",907,-84.5127,29.90777,"APM2009070201",2,7,2009,1,0,0,-2.2,0.4688395,9.748035,0.02784573,14.74519,11.66351,31.26254,95,1,0,1,1,95,2150,160787.777625759,3313754.32326005,1,0.00133450271096081
"908",908,-84.53783,29.90127,"APM2009070203",2,7,2009,1,1,0,-1,0.722337,10,0.02797973,14.71239,11.6676,31.18309,65,1,1,0,1,65,2151,158337.261611326,3313107.97582083,1,0.0156512930989265
"909",909,-84.6188,29.85013,"APM2009070311",2,7,2009,1,0,0,-0.6,1.282082,10,0.03010417,14.98712,12.18408,31.26365,100,1,0,0,1,100,2154,150333.750272461,3307679.55578141,1,9.91084480285645
"910",910,-84.92245,29.75708,"APM2009070604",2,7,2009,0,1,0,-0.5,0.9131585,10,0.03611359,15.57686,13.71413,30.42017,10,1,0,0,0,10,2157,120619.41211979,3298320.05905535,1,1.23590457439423
"911",911,-84.94342,29.74645,"APM2009070605",2,7,2009,1,1,0,-0.2,0.2451985,10,0.03695844,15.62237,13.85875,30.3599,30,1,0,0,0,30,2158,118549.214263049,3297210.05258757,1,0.0718207433819771
"912",912,-84.97432,29.71617,"APM2009070607",2,7,2009,1,0,0,-0.3,0.9131211,10,0.03781998,15.65989,13.98312,30.24241,0,0,0,0,0,0,2159,115442.039537245,3293953.50836769,1,2.35348033905029
"913",913,-84.65252,29.83837,"APM2009070801",2,7,2009,1,0,0,-1.2,0.8657686,10,0.03051711,15.0185,12.29306,31.09974,100,1,0,0,1,100,2160,147031.888184453,3306478.25218747,1,9.57199573516846
"914",914,-84.78237,29.77595,"APM2009070805",2,7,2009,1,0,0,-1.5,0.2886014,10,0.03316732,15.36437,12.97094,30.80938,60,1,0,0,1,60,2162,134246.935550438,3299960.09195449,1,0.0926953926682472
"915",915,-84.85308,29.67202,"APM2009070903",2,7,2009,0,1,0,-0.3,0.09237284,10,0.03586352,15.49785,12.39688,32.14999,0,0,0,0,0,0,2165,127019.098416711,3288657.72499323,1,21.2114734649658
"916",916,-84.8358,29.75003,"APM2009070906",2,7,2009,1,1,0,-3,0.6411988,10,0.03420082,15.41733,13.23377,30.57576,0,0,0,0,0,0,2166,128980.671659722,3297255.72330214,1,5.69185112908599e-06
"917",917,-84.81948,29.75513,"APM2009070907",2,7,2009,0,1,0,-4,0.5213352,10,0.0339491,15.40784,13.17773,30.6135,0,0,0,0,0,0,2167,130579.171468827,3297769.01774913,1,5.12666686880436e-10
"918",918,-84.75787,29.71952,"APM2009070908",2,7,2009,1,0,0,-1,0.1226136,10,0.03404046,15.32787,12.49314,31.92336,75,1,0,0,1,75,2168,136413.809302547,3293622.96677371,1,12.5174198150635
"919",919,-84.90465,29.72423,"APM2009071005",2,7,2009,1,1,0,-1.8,0.9130738,10,0.03592579,15.50597,13.56102,30.40428,0,0,0,0,0,0,2169,122219.004337234,3294617.32978196,1,6.31652874290012e-05
"920",920,-84.58897,29.86747,"APM2009080302",2,8,2009,1,0,0,-1.8,1.467415,10,0.02931095,14.88811,12.0131,31.33001,85,1,0,1,0,85,2170,153278.053308858,3309512.4232679,1,1.03946328163147
"921",921,-84.62292,29.84515,"APM2009080309",2,8,2009,1,0,0,-1.1,1.523458,10,0.03020001,14.99707,12.19907,31.20996,80,1,0,0,1,80,2174,149917.979512207,3307139.73084202,1,10.2286071777344
"922",922,-84.76707,29.78337,"APM2009080402",2,8,2009,1,0,0,-2.1,0.2015562,10,0.03272411,15.30775,12.85791,30.89088,75,1,0,0,1,75,2175,135754.443361441,3300734.65546105,1,0.00213008373975754
"923",923,-84.96693,29.67938,"APM2009080501",2,8,2009,0,1,0,-2.5,4.619942,10,0.03761427,15.67013,13.77503,30.2303,0,0,0,0,0,0,2178,116017.460953637,3289847.43091177,1,3.2469497313059e-08
"924",924,-84.98663,29.67075,"APM2009080502",2,8,2009,0,1,0,-2.3,4.899932,10,0.03758185,15.72089,13.84692,30.17471,0,0,0,0,0,0,2179,114075.972216102,3288955.71026399,1,1.27185870724134e-07
"925",925,-85.043,29.65232,"APM2009080503",2,8,2009,0,1,0,-2.5,3.404066,10,0.03827864,15.83661,14.14914,30.03269,0,0,0,0,0,0,2180,108542.95987504,3287100.76390404,1,1.55990744588053e-06
"926",926,-84.99172,29.61167,"APM2009080506",2,8,2009,1,0,0,-1.3,0.6414186,10,0.03813234,15.78608,13.22527,30.78789,50,1,0,0,1,50,2181,113356.621722893,3282418.3741424,1,0.000318666541716084
"927",927,-84.94332,29.69062,"APM2009080508",2,8,2009,0,1,0,-2.3,5.103578,10,0.03737789,15.608,13.64781,30.45071,0,0,0,0,0,0,2182,118347.23726317,3291016.06572387,1,6.4510025765685e-08
"928",928,-84.8582,29.68672,"APM2009080601",2,8,2009,0,1,0,-3.8,1.820592,10,0.0354244,15.47247,12.81286,31.45009,0,0,0,0,0,0,2183,126577.548855742,3290304.96909733,1,8.67766969392392e-11
"929",929,-84.77395,29.71207,"APM2009080602",2,8,2009,1,0,0,-1,0.2886136,10,0.03413434,15.34881,12.77786,31.34668,70,1,0,0,1,70,2184,134829.845446001,3292847.37125787,1,0.572363495826721
"930",930,-84.77403,29.7274,"APM2009080603",2,8,2009,1,0,0,-4,1.770632,10,0.03385571,15.34539,12.80693,31.23598,0,0,0,0,0,0,2185,134877.710498709,3294548.12768608,1,1.85344695147194e-09
"931",931,-84.74625,29.72667,"APM2009080605",2,8,2009,1,0,0,-0.9,0.1847472,10,0.03385696,15.3036,12.32271,32.22859,69,1,0,0,1,69,2186,137564.652001194,3294379.49956455,1,7.07336044311523
"932",932,-84.7974,29.74227,"APM2009080607",2,8,2009,1,0,0,-2.5,2.845716,10,0.03378716,15.38467,13.11728,30.62421,0,0,0,0,0,0,2188,132669.371744598,3296271.871986,1,5.51030211681791e-07
"933",933,-84.89477,29.6585,"APM2009080611",2,8,2009,1,0,0,-0.8,0.3694905,10,0.03650175,15.61726,12.71274,32.15881,55,1,0,0,1,55,2189,122929.764242307,3287293.28709709,1,1.54358673095703
"934",934,-84.93328,29.63657,"APM2009080805",2,8,2009,1,0,0,-0.8,0.1859578,10,0.03681435,15.70145,13.03325,31.29127,30,1,0,0,1,30,2191,119115.697849665,3284986.77957695,1,20.331205368042
"935",935,-84.92463,29.7553,"APM2009081002",2,8,2009,1,0,0,-0.2,0.9238893,10,0.03621291,15.58201,13.73081,30.41243,100,1,0,0,0,100,2192,120401.669692423,3298129.77486829,1,1.21466934680939
"936",936,-84.97487,29.61243,"APM2009090205",2,9,2009,1,1,0,-1.2,0.2016069,10,0.03777648,15.76114,13.06281,30.77388,100,1,0,0,1,100,2196,114992.982011516,3282446.48344224,1,10.1272258758545
"937",937,-84.5157,29.89715,"APM2009090303",2,9,2009,1,0,0,-2.1,1.693647,10,0.02785459,14.73825,11.64838,31.2448,95,1,0,1,0,95,2197,160461.814425691,3312585.31283206,1,8.11220743344165e-05
"938",938,-84.57402,29.87317,"APM2009090305",2,9,2009,1,0,0,-1,1.710787,10,0.02886972,14.83042,11.91764,31.25484,98,1,1,0,0,98,2198,154742.957033447,3310099.59235969,1,4.39671468734741
"939",939,-84.57933,29.82833,"APM2009090401",2,9,2009,1,0,0,-1,0.1856932,10,0.02966947,14.88616,11.70877,32.13627,100,1,1,1,0,100,2200,154074.812023197,3305142.12361197,1,0.275743931531906
"940",940,-84.6289,29.7898,"APM2009090404",2,9,2009,1,0,0,-0.5,0.184749,10,0.03054675,14.98159,11.92305,31.14046,0,0,0,0,0,0,2202,149146.13203783,3301018.64441899,1,1.19673275947571
"941",941,-84.69902,29.76675,"APM2009090408",2,9,2009,1,0,0,-1,0.08059249,10,0.03210422,15.11924,12.05132,31.97577,6,1,0,0,1,6,2206,142279.852079954,3298677.72319458,1,6.17713769433801e-19
"942",942,-85.04168,29.62768,"APM2009090501",2,9,2009,1,1,0,-2.3,2.845394,10,0.03878338,15.83413,14.08453,30.03867,0,0,0,0,0,0,2207,108575.349622924,3284362.63392823,1,0.000394616014091298
"943",943,-85.04727,29.64227,"APM2009090502",2,9,2009,1,1,0,-2.6,4.01017,10,0.03854537,15.84202,14.13766,30.01964,0,0,0,0,0,0,2208,108090.145223168,3286000.25068282,1,3.12693446176127e-05
"944",944,-85.00963,29.63543,"APM2009090503",2,9,2009,1,1,0,-3.6,3.334199,10,0.03791115,15.78988,13.85636,30.10296,0,0,0,0,0,0,2209,111711.712944876,3285114.34678578,1,3.7272598341076e-09
"945",945,-85.00878,29.65687,"APM2009090504",2,9,2009,1,1,0,-2.9,5.729355,10,0.03776943,15.77564,13.93246,30.11302,0,0,0,0,0,0,2210,111876.550275129,3287490.08057015,1,9.87434045640612e-09
"946",946,-84.97807,29.61293,"APM2009090505",2,9,2009,1,0,0,-1.2,0.3680067,10,0.03783922,15.76597,13.10093,30.76835,75,1,0,0,1,75,2211,114684.678822122,3282512.6086547,1,0.654599547386169
"947",947,-84.9417,29.63467,"APM2009090506",2,9,2009,1,0,0,-1.7,0.4254301,10,0.03678299,15.71088,13.1546,30.95755,65,1,0,0,1,65,2212,118292.493373151,3284803.77446032,1,0.0807264596223831
"948",948,-84.93045,29.69067,"APM2009090507",2,9,2009,0,1,0,-3,4.754716,10,0.03702124,15.58673,13.53303,30.60225,0,0,0,0,0,0,2213,119594.047700611,3290979.11737665,1,3.84125655727985e-08
"949",949,-84.8775,29.71505,"APM2009090508",2,9,2009,0,1,0,-1.9,1.337707,10,0.03499626,15.43951,13.37238,30.43937,0,0,0,0,0,0,2214,124813.649148719,3293510.30325465,1,0.00107243901584297
"950",950,-84.60098,29.81412,"APM2009090904",2,9,2009,1,0,0,-1.8,0.2885949,10,0.03008732,14.93915,11.84438,31.79334,50,1,0,1,0,50,2217,151931.718968485,3303631.34372474,1,7.01532480889e-05
"951",951,-84.73457,29.7365,"APM2009090906",2,9,2009,1,0,0,-1.8,0.5633038,10,0.0335514,15.26918,12.19699,32.39881,25,1,0,1,0,25,2218,138730.765152739,3295433.22446177,1,0.0337294787168503
"952",952,-84.82692,29.75695,"APM2009091008",2,9,2009,1,0,0,-1,0.1847481,10,0.0340349,15.41406,13.20197,30.60373,100,1,0,0,1,100,2223,129865.729931305,3297994.79538507,1,9.37310695648193
"953",953,-85.01288,29.6683,"APM2009100301",2,10,2009,0,1,0,-2.3,4.838025,10,0.03772814,15.77696,14.00323,30.10724,0,0,0,0,0,0,2225,111523.287347316,3288771.93231891,1,3.2616486578263e-07
"954",954,-85.06142,29.65407,"APM2009100302",2,10,2009,0,1,0,-2.3,2.158011,10,0.03842056,15.86635,14.21763,29.97056,0,0,0,0,0,0,2226,106764.761752828,3287357.48150058,1,4.11777227782295e-06
"955",955,-84.55362,29.89833,"APM2009100501",2,10,2009,1,1,0,-0.6,0.08048689,10,0.02831457,14.75337,11.76847,31.18407,95,1,1,0,1,95,2229,156801.273738092,3312829.02199696,1,19.2939910888672
"956",956,-84.59445,29.85787,"APM2009100506",2,10,2009,1,0,0,-3.2,1.90411,10,0.02955809,14.91198,12.00853,31.44065,0,0,0,0,0,0,2230,152714.985719583,3308464.18473683,1,5.06493839924627e-11
"957",957,-84.58773,29.86873,"APM2009100507",2,10,2009,1,0,0,-0.9,1.410707,10,0.02928053,14.88472,12.01075,31.31896,60,1,0,0,1,60,2231,153402.290116669,3309648.4339906,1,0.497368425130844
"958",958,-84.84998,29.67282,"APM2009100601",2,10,2009,1,0,0,-0.9,0.09237285,10,0.03582712,15.48771,12.37467,32.11443,0,0,0,0,0,0,2232,127322.369091428,3288736.46099094,1,21.2441101074219
"959",959,-84.80965,29.68432,"APM2009100602",2,10,2009,1,0,0,-1,0.1858923,10,0.03523248,15.38554,12.29565,31.6199,0,0,0,0,0,0,2233,131271.33774659,3289882.66204822,1,21.7794399261475
"960",960,-84.71088,29.75305,"APM2009100603",2,10,2009,1,0,0,-0.9,0.185798,10,0.03275346,15.17664,12.02475,32.49379,70,1,0,0,1,70,2234,141083.169838918,3297194.97999896,1,0.0655331686139107
"961",961,-85.04163,29.6033,"APM2009100606",2,10,2009,1,0,0,-0.8,0.3207147,10,0.03917207,15.87544,13.63602,31.13073,55,1,0,0,1,55,2235,108485.750404616,3281657.65754488,1,0.00112038804218173
"962",962,-84.65795,29.84168,"APM2009100701",2,10,2009,1,0,0,-0.8,0.3221296,10,0.03056861,15.02385,12.32437,31.09023,100,1,0,0,1,100,2236,146518.467060917,3306862.08879164,1,19.0948963165283
"963",963,-84.67763,29.82915,"APM2009100710",2,10,2009,1,0,0,-0.6,0.1847501,10,0.03077663,15.03512,12.37812,31.02844,0,0,0,0,0,0,2238,144570.946037223,3305532.9481616,1,0.0953529700636864
"964",964,-84.84222,29.7298,"APM2009100801",2,10,2009,1,0,0,-3.3,2.332669,10,0.03444782,15.41381,13.26402,30.52322,0,0,0,0,0,0,2239,128284.453031788,3295032.27929996,1,2.96322468784638e-08
"965",965,-84.81893,29.7148,"APM2009100802",2,10,2009,1,0,0,-4,3.042138,10,0.03430868,15.38862,13.20745,30.53063,0,0,0,0,0,0,2240,130484.286475301,3293293.4639338,1,7.5977502067559e-10
"966",966,-84.7783,29.70038,"APM2009100803",2,10,2009,1,0,0,-0.7,0,10,0.03456466,15.35412,12.51834,31.48764,0,0,0,0,0,0,2241,134366.186299262,3291564.41844751,1,12.3277959823608
"967",967,-84.7383,29.73552,"APM2009100805",2,10,2009,1,0,0,-2,0.7292427,10,0.03359101,15.27691,12.2435,32.31604,100,1,0,0,1,100,2243,138366.153281437,3295336.2153446,1,0.00563971279188991
"968",968,-84.72358,29.75842,"APM2009100807",2,10,2009,1,0,0,-4,1.586333,10,0.03267768,15.19788,12.26035,32.00166,0,0,0,0,0,0,2245,139873.181956815,3297830.27267037,1,3.7620923043491e-10
"969",969,-84.9442,29.70395,"APM2009100808",2,10,2009,0,1,0,-2.4,4.185874,10,0.03755071,15.58488,13.76462,30.34348,0,0,0,0,0,0,2246,118312.511778609,3292497.7752692,1,1.45263186368538e-07
"970",970,-84.57812,29.88673,"APM2009110105",2,11,2009,0,1,0,-1,0.09237587,10,0.02894097,14.84388,11.96502,31.20745,100,1,1,0,0,100,2248,154393.482283291,3311615.94613386,1,4.30517053604126
"971",971,-84.54093,29.90347,"APM2009110302",2,11,2009,1,1,0,-0.7,0.3204824,10,0.02799802,14.70836,11.66961,31.17341,100,1,1,1,0,100,2255,158045.21641893,3313361.22299783,1,0.135487049818039
"972",972,-84.57583,29.8315,"APM2009110505",2,11,2009,1,0,0,-2.5,0.4688451,10,0.02957375,14.87407,11.68359,32.17248,0,0,0,0,0,0,2256,154424.223432295,3305483.19782751,1,7.61111798586178e-11
"973",973,-84.76608,29.74648,"APM2009110701",2,11,2009,1,0,0,-3.6,3.012729,10,0.03347395,15.32412,12.73387,31.30312,0,0,0,0,0,0,2257,135716.513675439,3296639.44765601,1,1.13744772534119e-06
"974",974,-84.805,29.70742,"APM2009110706",2,11,2009,1,0,0,-0.6,1.603194,10,0.0342388,15.37412,13.15316,30.56658,5,1,0,0,1,5,2258,131806.169647325,3292430.26191527,1,5.13383150100708
"975",975,-84.89877,29.66158,"APM2009110709",2,11,2009,1,0,0,-3.1,0.8419132,10,0.03650273,15.6122,12.8203,31.92258,0,0,0,0,0,0,2259,122553.722593493,3287648.02803396,1,3.43075362252421e-06
"976",976,-84.97105,29.61402,"APM2009110712",2,11,2009,1,0,0,-1.1,0.2771161,10,0.0376059,15.7554,13.08971,30.69679,80,1,0,0,1,80,2261,115369.34449361,3282610.16723102,1,0.646629214286804
"977",977,-84.96835,29.69257,"APM2009110801",2,11,2009,0,1,0,-2.5,3.304824,10,0.03780723,15.65393,13.85456,30.24027,0,0,0,0,0,0,2262,115930.171802054,3291315.44334291,1,3.18004617838596e-06
"978",978,-84.98542,29.654,"APM2009110802",2,11,2009,0,1,0,-3.5,4.703736,10,0.03747618,15.73724,13.75717,30.16479,0,0,0,0,0,0,2263,114129.130269885,3287093.41865488,1,1.39916300767595e-08
"979",979,-85.02177,29.59935,"APM2009110803",2,11,2009,1,0,0,-0.7,0.2771154,10,0.03905548,15.85065,13.26378,31.36978,98,1,0,0,1,98,2264,110396.008984608,3281152.39348291,1,10.3570213317871
"980",980,-85.03335,29.67092,"APM2009110807",2,11,2009,0,1,0,-2.5,3.473659,10,0.03780403,15.8167,14.13633,30.05808,0,0,0,0,0,0,2266,109550.107970023,3289131.65107421,1,6.59581473883009e-07
"981",981,-84.99485,29.71378,"APM2009110906",2,11,2009,0,1,0,-2,0.1847469,10,0.03761208,15.71,14.06884,30.17875,0,0,0,0,0,0,2269,113444.719876897,3293757.00845948,1,15.4746713638306
"982",982,-84.80722,29.76532,"APM2009120203",2,12,2009,1,1,0,-0.4,0.1225896,10,0.0336845,15.40348,13.12555,30.65657,80,1,0,0,1,80,2271,131803.192591474,3298860.12864101,1,10.1558532714844
"983",983,-84.7723,29.78035,"APM2009120205",2,12,2009,1,0,0,-1.8,0.2886007,10,0.0328967,15.32788,12.88948,30.88309,0,0,0,0,0,0,2272,135237.400531857,3300416.21913531,1,0.000316028337692842
"984",984,-84.76428,29.78507,"APM2009120206",2,12,2009,1,0,0,-0.6,0.1847489,10,0.032633,15.29718,12.84429,30.88836,65,1,0,0,1,65,2273,136030.575196687,3300914.40413385,1,19.8548221588135
"985",985,-84.58382,29.8221,"APM2009120306",2,12,2009,1,0,0,-0.5,0.1225608,10,0.02981643,14.90034,11.71094,32.16447,10,1,0,0,1,10,2276,153619.062190134,3304464.63925704,1,3.54912710189819
"986",986,-84.67917,29.82422,"APM2009120313",2,12,2009,1,0,0,-3.7,0.7390003,10,0.03078904,15.03475,12.37399,31.02239,0,0,0,0,0,0,2280,144404.517199942,3304990.86833376,1,3.31802224584621e-10
"987",987,-85.01135,29.60413,"APM2009120406",2,12,2009,1,0,0,-0.8,0.08072224,10,0.03877085,15.82541,13.24453,31.13292,100,1,0,0,1,100,2284,111424.654788998,3281647.65400395,1,20.0719661712646
"988",988,-84.99187,29.63767,"APM2009120501",2,12,2009,0,1,0,-3.9,3.387497,10,0.03752534,15.76319,13.73172,30.14013,0,0,0,0,0,0,2288,113441.582661533,3285303.32312384,1,3.83184239893808e-09
"989",989,-85.03982,29.62292,"APM2009120502",2,12,2009,1,1,0,-2.5,2.359292,10,0.03883447,15.8364,14.01685,30.15658,0,0,0,0,0,0,2289,108737.201703731,3283828.24592541,1,0.00216962536796927
"990",990,-85.04843,29.6158,"APM2009120503",2,12,2009,1,1,0,-3.5,1.403472,10,0.03910425,15.86028,13.88131,30.47286,0,0,0,0,0,0,2290,107874.964153393,3283067.49046108,1,3.6903838207536e-08
"991",991,-84.86987,29.6709,"APM2009120506",2,12,2009,1,1,0,-2.1,0.5772427,10,0.03593539,15.54213,12.59867,32.17407,0,0,0,0,0,0,2291,125388.387973963,3288587.83068638,1,0.199503645300865
"992",992,-84.83765,29.69355,"APM2009120507",2,12,2009,1,1,0,-3.3,1.999289,10,0.0350737,15.42547,12.83178,31.16668,0,0,0,0,0,0,2292,128593.218891492,3290996.31705728,1,4.85203122124744e-09
"993",993,-84.93528,29.70258,"APM2009120601",2,12,2009,0,1,0,-2,4.009536,10,0.03724631,15.57001,13.6968,30.39094,0,0,0,0,0,0,2293,119171.232056463,3292316.30911572,1,1.8397473411369e-07
"994",994,-84.95705,29.73917,"APM2009120608",2,12,2009,1,0,0,-0.5,0.7313842,10,0.03751697,15.64738,13.94334,30.32443,0,0,0,0,0,0,2294,117201.985345354,3296447.62726641,1,0.00989696197211742
"995",995,-84.9791,29.72548,"APM2009120701",2,12,2009,0,1,0,-3,0.2418775,10,0.03763609,15.68051,14.01351,30.23816,0,0,0,0,0,0,2295,115014.762816486,3295002.31394844,1,8.47209136724774e-18
"996",996,-84.7883,29.7358,"APM2010010303",2,1,2010,1,0,0,-3.8,3.279477,10,0.03376608,15.3705,13.04838,30.73604,0,0,0,0,0,0,2300,133526.716804973,3295525.19758794,1,8.85498934621864e-07
"997",997,-84.84328,29.6927,"APM2010010305",2,1,2010,0,1,0,-3.5,2.044338,10,0.03513878,15.43454,12.8429,31.19866,0,0,0,0,0,0,2301,128044.79247736,3290920.15879953,1,3.78330300421226e-09
"998",998,-84.71368,29.8156,"APM2010010405",2,1,2010,1,0,0,-1.4,0.08055378,10,0.03120234,15.08163,12.54448,30.94748,0,0,0,0,0,0,2303,141035.863632129,3304141.95357521,1,17.6479434967041
"999",999,-84.95588,29.63548,"APM2010010603",2,1,2010,1,0,0,-3.3,1.524359,10,0.03676653,15.71678,13.40792,30.33241,0,0,0,0,0,0,2305,116921.278649113,3284940.54286488,1,4.82517747979472e-10
"1000",1000,-84.95702,29.73742,"APM2010010805",2,1,2010,0,1,0,-0.5,0.7766552,10,0.03754913,15.64505,13.94048,30.32233,0,0,0,0,0,0,2306,117198.228189174,3296253.38456206,1,0.156374260783195
"1001",1001,-84.96917,29.7357,"APM2010010806",2,1,2010,0,1,0,-0.7,0.4030858,10,0.03754764,15.66938,13.9878,30.28234,0,0,0,0,0,0,2307,116015.310971905,3296102.9936634,1,6.26639175415039
